"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for","is_obsolete"
"24.3.6.31","backup_restore_keeper_retry_max_backoff_ms","5000",0,"Max backoff timeout for [Zoo]Keeper operations during backup or restore",\N,\N,0,"UInt64","5000","",0
"24.3.6.31","backup_restore_keeper_fault_injection_probability","0",0,"Approximate probability of failure for a keeper request during backup or restore. Valid value is in interval [0.0f, 1.0f]",\N,\N,0,"Float","0","",0
"24.3.6.31","backup_restore_keeper_fault_injection_seed","0",0,"0 - random seed, otherwise the setting value",\N,\N,0,"UInt64","0","",0
"24.3.6.31","backup_restore_keeper_value_max_size","1048576",0,"Maximum size of data of a [Zoo]Keeper's node during backup",\N,\N,0,"UInt64","1048576","",0
"24.3.6.31","backup_restore_batch_size_for_keeper_multiread","10000",0,"Maximum size of batch for multiread request to [Zoo]Keeper during backup or restore",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","backup_restore_batch_size_for_keeper_multi","1000",0,"Maximum size of batch for multi request to [Zoo]Keeper during backup or restore",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","max_backup_bandwidth","0",0,"The maximum read speed in bytes per second for particular backup on server. Zero means unlimited.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","log_profile_events","1",0,"Log query performance statistics into the query_log, query_thread_log and query_views_log.",\N,\N,0,"Bool","1","",0
"24.3.6.31","log_query_settings","1",0,"Log query settings into the query_log.",\N,\N,0,"Bool","1","",0
"24.3.6.31","log_query_threads","0",0,"Log query threads into system.query_thread_log table. This setting have effect only when 'log_queries' is true.",\N,\N,0,"Bool","0","",0
"24.3.6.31","log_query_views","1",0,"Log query dependent views into system.query_views_log table. This setting have effect only when 'log_queries' is true.",\N,\N,0,"Bool","1","",0
"24.3.6.31","log_comment","",0,"Log comment into system.query_log table and server log. It can be set to arbitrary string no longer than max_query_size.",\N,\N,0,"String","","",0
"24.3.6.31","send_logs_level","fatal",0,"Send server text logs with specified minimum level to client. Valid values: 'trace', 'debug', 'information', 'warning', 'error', 'fatal', 'none'",\N,\N,0,"LogsLevel","fatal","",0
"24.3.6.31","send_logs_source_regexp","",0,"Send server text logs with specified regexp to match log source name. Empty means all sources.",\N,\N,0,"String","","",0
"24.3.6.31","enable_optimize_predicate_expression","1",0,"If it is set to true, optimize predicates to subqueries.",\N,\N,0,"Bool","1","",0
"24.3.6.31","enable_optimize_predicate_expression_to_final_subquery","1",0,"Allow push predicate to final subquery.",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_push_predicate_when_subquery_contains_with","1",0,"Allows push predicate when subquery contains WITH clause",\N,\N,0,"Bool","1","",0
"24.3.6.31","low_cardinality_max_dictionary_size","8192",0,"Maximum size (in rows) of shared global dictionary for LowCardinality type.",\N,\N,0,"UInt64","8192","",0
"24.3.6.31","low_cardinality_use_single_dictionary_for_part","0",0,"LowCardinality type serialization setting. If is true, than will use additional keys when global dictionary overflows. Otherwise, will create several shared dictionaries.",\N,\N,0,"Bool","0","",0
"24.3.6.31","decimal_check_overflow","1",0,"Check overflow of decimal arithmetic/comparison operations",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_custom_error_code_in_throwif","0",0,"Enable custom error code in function throwIf(). If true, thrown exceptions may have unexpected error codes.",\N,\N,0,"Bool","0","",0
"24.3.6.31","prefer_localhost_replica","1",0,"If it's true then queries will be always sent to local replica (if it exists). If it's false then replica to send a query will be chosen between local and remote ones according to load_balancing",\N,\N,0,"Bool","1","",0
"24.3.6.31","max_fetch_partition_retries_count","5",0,"Amount of retries while fetching partition from another host.",\N,\N,0,"UInt64","5","",0
"24.3.6.31","http_max_multipart_form_data_size","1073741824",0,"Limit on size of multipart/form-data content. This setting cannot be parsed from URL parameters and should be set in user profile. Note that content is parsed and external tables are created in memory before start of query execution. And this is the only limit that has effect on that stage (limits on max memory usage and max execution time have no effect while reading HTTP form data).",\N,\N,0,"UInt64","1073741824","",0
"24.3.6.31","calculate_text_stack_trace","1",0,"Calculate text stack trace in case of exceptions during query execution. This is the default. It requires symbol lookups that may slow down fuzzing tests when huge amount of wrong queries are executed. In normal cases you should not disable this option.",\N,\N,0,"Bool","1","",0
"24.3.6.31","enable_job_stack_trace","0",0,"Output stack trace of a job creator when job results in exception",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_ddl","1",0,"If it is set to true, then a user is allowed to executed DDL queries.",\N,\N,0,"Bool","1","",0
"24.3.6.31","parallel_view_processing","0",0,"Enables pushing to attached views concurrently instead of sequentially.",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_unaligned_array_join","0",0,"Allow ARRAY JOIN with multiple arrays that have different sizes. When this settings is enabled, arrays will be resized to the longest one.",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_read_in_order","1",0,"Enable ORDER BY optimization for reading data in corresponding order in MergeTree tables.",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_read_in_window_order","1",0,"Enable ORDER BY optimization in window clause for reading data in corresponding order in MergeTree tables.",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_aggregation_in_order","0",0,"Enable GROUP BY optimization for aggregating data in corresponding order in MergeTree tables.",\N,\N,0,"Bool","0","",0
"24.3.6.31","aggregation_in_order_max_block_bytes","50000000",0,"Maximal size of block in bytes accumulated during aggregation in order of primary key. Lower block size allows to parallelize more final merge stage of aggregation.",\N,\N,0,"UInt64","50000000","",0
"24.3.6.31","read_in_order_two_level_merge_threshold","100",0,"Minimal number of parts to read to run preliminary merge step during multithread reading in order of primary key.",\N,\N,0,"UInt64","100","",0
"24.3.6.31","low_cardinality_allow_in_native_format","1",0,"Use LowCardinality type in Native format. Otherwise, convert LowCardinality columns to ordinary for select query, and convert ordinary columns to required LowCardinality for insert query.",\N,\N,0,"Bool","1","",0
"24.3.6.31","cancel_http_readonly_queries_on_client_close","0",0,"Cancel HTTP readonly queries when a client closes the connection without waiting for response.",\N,\N,0,"Bool","0","",0
"24.3.6.31","external_table_functions_use_nulls","1",0,"If it is set to true, external table functions will implicitly use Nullable type if needed. Otherwise NULLs will be substituted with default values. Currently supported only by 'mysql', 'postgresql' and 'odbc' table functions.",\N,\N,0,"Bool","1","",0
"24.3.6.31","external_table_strict_query","0",0,"If it is set to true, transforming expression to local filter is forbidden for queries to external tables.",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_hyperscan","1",0,"Allow functions that use Hyperscan library. Disable to avoid potentially long compilation times and excessive resource usage.",\N,\N,0,"Bool","1","",0
"24.3.6.31","max_hyperscan_regexp_length","0",0,"Max length of regexp than can be used in hyperscan multi-match functions. Zero means unlimited.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","max_hyperscan_regexp_total_length","0",0,"Max total length of all regexps than can be used in hyperscan multi-match functions (per every function). Zero means unlimited.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","reject_expensive_hyperscan_regexps","1",0,"Reject patterns which will likely be expensive to evaluate with hyperscan (due to NFA state explosion)",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_simdjson","1",0,"Allow using simdjson library in 'JSON*' functions if AVX2 instructions are available. If disabled rapidjson will be used.",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_introspection_functions","0",0,"Allow functions for introspection of ELF and DWARF for query profiling. These functions are slow and may impose security considerations.",\N,\N,0,"Bool","0","",0
"24.3.6.31","splitby_max_substrings_includes_remaining_string","0",0,"Functions 'splitBy*()' with 'max_substrings' argument > 0 include the remaining string as last element in the result",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_execute_multiif_columnar","1",0,"Allow execute multiIf function columnar",\N,\N,0,"Bool","1","",0
"24.3.6.31","formatdatetime_f_prints_single_zero","0",0,"Formatter '%f' in function 'formatDateTime()' prints a single zero instead of six zeros if the formatted value has no fractional seconds.",\N,\N,0,"Bool","0","",0
"24.3.6.31","formatdatetime_parsedatetime_m_is_month_name","1",0,"Formatter '%M' in functions 'formatDateTime()' and 'parseDateTime()' print/parse the month name instead of minutes.",\N,\N,0,"Bool","1","",0
"24.3.6.31","parsedatetime_parse_without_leading_zeros","1",0,"Formatters '%c', '%l' and '%k' in function 'parseDateTime()' parse months and hours without leading zeros.",\N,\N,0,"Bool","1","",0
"24.3.6.31","formatdatetime_format_without_leading_zeros","0",0,"Formatters '%c', '%l' and '%k' in function 'formatDateTime()' print months and hours without leading zeros.",\N,\N,0,"Bool","0","",0
"24.3.6.31","max_partitions_per_insert_block","100",0,"Limit maximum number of partitions in single INSERTed block. Zero means unlimited. Throw exception if the block contains too many partitions. This setting is a safety threshold, because using large number of partitions is a common misconception.",\N,\N,0,"UInt64","100","",0
"24.3.6.31","throw_on_max_partitions_per_insert_block","1",0,"Used with max_partitions_per_insert_block. If true (default), an exception will be thrown when max_partitions_per_insert_block is reached. If false, details of the insert query reaching this limit with the number of partitions will be logged. This can be useful if you're trying to understand the impact on users when changing max_partitions_per_insert_block.",\N,\N,0,"Bool","1","",0
"24.3.6.31","max_partitions_to_read","-1",0,"Limit the max number of partitions that can be accessed in one query. <= 0 means unlimited.",\N,\N,0,"Int64","-1","",0
"24.3.6.31","check_query_single_value_result","1",0,"Return check query result as single 1/0 value",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_drop_detached","0",0,"Allow ALTER TABLE ... DROP DETACHED PART[ITION] ... queries",\N,\N,0,"Bool","0","",0
"24.3.6.31","max_table_size_to_drop","50000000000",0,"If size of a table is greater than this value (in bytes) than table could not be dropped with any DROP query.",\N,\N,0,"UInt64","50000000000","",0
"24.3.6.31","max_partition_size_to_drop","50000000000",0,"Same as max_table_size_to_drop, but for the partitions.",\N,\N,0,"UInt64","50000000000","",0
"24.3.6.31","postgresql_connection_pool_size","16",0,"Connection pool size for PostgreSQL table engine and database engine.",\N,\N,0,"UInt64","16","",0
"24.3.6.31","postgresql_connection_pool_wait_timeout","5000",0,"Connection pool push/pop timeout on empty pool for PostgreSQL table engine and database engine. By default it will block on empty pool.",\N,\N,0,"UInt64","5000","",0
"24.3.6.31","postgresql_connection_pool_auto_close_connection","0",0,"Close connection before returning connection to the pool.",\N,\N,0,"Bool","0","",0
"24.3.6.31","glob_expansion_max_elements","1000",0,"Maximum number of allowed addresses (For external storages, table functions, etc).",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","odbc_bridge_connection_pool_size","16",0,"Connection pool size for each connection settings string in ODBC bridge.",\N,\N,0,"UInt64","16","",0
"24.3.6.31","odbc_bridge_use_connection_pooling","1",0,"Use connection pooling in ODBC bridge. If set to false, a new connection is created every time",\N,\N,0,"Bool","1","",0
"24.3.6.31","distributed_replica_error_half_life","60",0,"Time period reduces replica error counter by 2 times.",\N,\N,0,"Seconds","60","",0
